Allowance (Josh)	20.00	2009-03-01
Allowance (Josh)	20.00	2009-04-01
Allowance (Josh)	20.00	2009-05-01
Allowance (Josh)	20.00	2009-06-01
Allowance (Josh)	20.00	2009-07-01
Allowance (Josh)	20.00	2009-08-01
Allowance (Josh)	30.00	2009-09-01
Allowance (Josh)	30.00	2009-10-01
Allowance (Josh)	30.00	2009-11-01
Allowance (Josh)	30.00	2009-12-01
Allowance (Josh)	30.00	2010-01-01
Allowance (Josh)	30.00	2010-02-01
Allowance (Josh)	30.00	2010-03-01
Allowance (Josh)	30.00	2010-04-01
Allowance (Josh)	30.00	2010-05-01
Allowance (Josh)	30.00	2010-06-01
Allowance (Josh)	30.00	2010-07-01
Allowance (Josh)	25.00	2010-08-01
Allowance (Josh)	25.00	2010-09-01
Allowance (Josh)	25.00	2010-10-01
Allowance (Josh)	25.00	2010-11-01
Allowance (Josh)	25.00	2010-12-01
Allowance (Josh)	25.00	2011-01-01
Allowance (Josh)	25.00	2011-02-01
Allowance (Josh)	25.00	2011-03-01
Allowance (Josh)	20.00	2011-04-01
Allowance (Josh)	20.00	2011-05-01
Allowance (Josh)	20.00	2011-06-01
Allowance (Josh)	25.00	2011-07-01
Allowance (Josh)	20.00	2011-08-01
Allowance (Josh)	20.00	2011-09-01
Allowance (Josh)	20.00	2011-10-01
Allowance (Josh)	20.00	2011-11-01
Allowance (Savannah)	20.00	2008-09-01
Allowance (Savannah)	20.00	2008-10-01
Allowance (Savannah)	20.00	2008-11-01
Allowance (Savannah)	20.00	2008-12-01
Allowance (Savannah)	20.00	2009-01-01
Allowance (Savannah)	20.00	2009-02-01
Allowance (Savannah)	20.00	2009-03-01
Allowance (Savannah)	20.00	2009-04-01
Allowance (Savannah)	20.00	2009-05-01
Allowance (Savannah)	20.00	2009-06-01
Allowance (Savannah)	20.00	2009-07-01
Allowance (Savannah)	20.00	2009-08-01
Allowance (Savannah)	30.00	2009-09-01
Allowance (Savannah)	30.00	2009-10-01
Allowance (Savannah)	30.00	2009-11-01
Allowance (Savannah)	30.00	2009-12-01
Allowance (Savannah)	30.00	2010-01-01
Allowance (Savannah)	30.00	2010-02-01
Allowance (Savannah)	30.00	2010-03-01
Allowance (Savannah)	30.00	2010-04-01
Allowance (Savannah)	30.00	2010-05-01
Allowance (Savannah)	30.00	2010-06-01
Allowance (Savannah)	30.00	2010-07-01
Allowance (Savannah)	25.00	2010-08-01
Allowance (Savannah)	25.00	2010-09-01
Allowance (Savannah)	25.00	2010-10-01
Allowance (Savannah)	25.00	2010-11-01
Allowance (Savannah)	25.00	2010-12-01
Allowance (Savannah)	25.00	2011-01-01
Allowance (Savannah)	25.00	2011-02-01
Allowance (Savannah)	25.00	2011-03-01
Allowance (Savannah)	20.00	2011-04-01
Allowance (Savannah)	20.00	2011-05-01
Allowance (Savannah)	20.00	2011-06-01
Allowance (Savannah)	25.00	2011-07-01
Allowance (Savannah)	20.00	2011-08-01
Allowance (Savannah)	20.00	2011-09-01
Allowance (Savannah)	20.00	2011-10-01
Allowance (Savannah)	20.00	2011-11-01
Apartment Rent	729.00	2008-09-01
Apartment Rent	729.00	2008-10-01
Apartment Rent	729.00	2008-11-01
Apartment Rent	729.00	2008-12-01
Apartment Rent	729.00	2009-01-01
Apartment Rent	729.00	2009-02-01
Apartment Rent	729.00	2009-03-01
Apartment Rent	729.00	2009-04-01
Apartment Rent	754.00	2009-05-01
Apartment Rent	754.00	2009-06-01
Apartment Rent	754.00	2009-07-01
Apartment Rent	754.00	2009-08-01
Apartment Rent	754.00	2009-09-01
Apartment Rent	754.00	2009-10-01
Apartment Rent	754.00	2009-11-01
Apartment Rent	754.00	2009-12-01
Apartment Rent	754.00	2010-01-01
Apartment Rent	754.00	2010-02-01
Apartment Rent	754.00	2010-03-01
Apartment Rent	754.00	2010-04-01
Apartment Rent	754.00	2010-05-01
Apartment Rent	754.00	2010-06-01
Apartment Rent	754.00	2010-07-01
Apartment Rent	785.00	2010-08-01
Apartment Rent	785.00	2010-09-01
Apartment Rent	785.00	2010-10-01
Apartment Rent	785.00	2010-11-01
Apartment Rent	785.00	2010-12-01
Apartment Rent	785.00	2011-01-01
Apartment Rent	785.00	2011-02-01
Apartment Rent	785.00	2011-03-01
Apartment Rent	785.00	2011-04-01
Apartment Rent	785.00	2011-05-01
Apartment Rent	785.00	2011-06-01
Apartment Rent	785.00	2011-07-01
Apartment Rent	785.00	2011-08-01
Apartment Rent	785.00	2011-09-01
Apartment Rent	785.00	2011-10-01
Apartment Rent	785.00	2011-11-01
Big Spending Savings	50.00	2008-11-01
Big Spending Savings	50.00	2008-12-01
Big Spending Savings	50.00	2009-01-01
Big Spending Savings	50.00	2009-02-01
Big Spending Savings	50.00	2009-03-01
Big Spending Savings	50.00	2009-04-01
Big Spending Savings	50.00	2009-05-01
Big Spending Savings	50.00	2009-06-01
Big Spending Savings	50.00	2009-07-01
Big Spending Savings	50.00	2009-08-01
Big Spending Savings	50.00	2009-09-01
Big Spending Savings	50.00	2009-10-01
Big Spending Savings	50.00	2009-11-01
Big Spending Savings	50.00	2009-12-01
Big Spending Savings	50.00	2010-01-01
Big Spending Savings	50.00	2010-02-01
Big Spending Savings	50.00	2010-03-01
Big Spending Savings	50.00	2010-04-01
Big Spending Savings	50.00	2010-05-01
Big Spending Savings	50.00	2010-06-01
Big Spending Savings	50.00	2010-07-01
Birth Control	9.00	2008-08-01
Birth Control	9.00	2008-09-01
Birth Control	10.00	2008-10-01
Birth Control	10.00	2008-11-01
Birth Control	10.00	2008-12-01
Birth Control	10.00	2009-01-01
Birth Control	10.00	2009-02-01
Birth Control	10.00	2009-03-01
Birth Control	10.00	2009-04-01
Birth Control	10.00	2009-05-01
Birth Control	10.00	2009-06-01
Birth Control	10.00	2009-07-01
Birth Control	10.00	2009-08-01
Birth Control	10.00	2009-09-01
Birth Control	10.00	2009-10-01
Birth Control	10.00	2009-11-01
Birth Control	10.00	2009-12-01
Birth Control	10.00	2010-01-01
Birth Control	10.00	2010-02-01
Birth Control	10.00	2010-03-01
Birth Control	10.00	2010-04-01
Birth Control	10.00	2010-05-01
Birth Control	10.00	2010-06-01
Birth Control	10.00	2010-07-01
Birth Control	10.00	2010-08-01
Birth Control	10.00	2010-09-01
Birth Control	10.00	2010-10-01
Birth Control	10.00	2010-11-01
Birth Control	10.00	2010-12-01
Birth Control	10.00	2011-01-01
Birth Control	10.00	2011-02-01
Birth Control	10.00	2011-03-01
Birth Control	10.00	2011-04-01
Birth Control	10.00	2011-05-01
Birth Control	10.00	2011-06-01
Birth Control	10.00	2011-07-01
Birth Control	10.00	2011-08-01
Birth Control	10.00	2011-09-01
Birth Control	10.00	2011-10-01
Birth Control	10.00	2011-11-01
Budgeteer	30.00	2011-11-01
Cell Phone	48.53	2008-07-01
Cell Phone	48.53	2008-08-01
Cell Phone	48.53	2008-09-01
Cell Phone	48.53	2008-10-01
Cell Phone	48.53	2008-11-01
Cell Phone	48.53	2008-12-01
Cell Phone	46.47	2009-01-01
Cell Phone	46.47	2009-02-01
Cell Phone	46.47	2009-03-01
Cell Phone	46.47	2009-04-01
Cell Phone	46.47	2009-05-01
Cell Phone	46.47	2009-06-01
Cell Phone	46.47	2009-07-01
Cell Phone	46.47	2009-08-01
Cell Phone	60.00	2009-09-01
Cell Phone	71.00	2009-10-01
Cell Phone	71.00	2009-11-01
Cell Phone	71.00	2009-12-01
Cell Phone	71.00	2010-01-01
Cell Phone	80.00	2010-02-01
Cell Phone	80.00	2010-03-01
Cell Phone	65.00	2010-04-01
Cell Phone	65.00	2010-05-01
Cell Phone	65.00	2010-06-01
Cell Phone	65.00	2010-07-01
Cell Phone	65.00	2010-08-01
Cell Phone	65.00	2010-09-01
Cell Phone	65.00	2010-10-01
Cell Phone	65.00	2010-11-01
Cell Phone	65.00	2010-12-01
Cell Phone	65.00	2011-01-01
Cell Phone	65.00	2011-02-01
Cell Phone	65.00	2011-03-01
Cell Phone	65.00	2011-04-01
Cell Phone	65.00	2011-05-01
Cell Phone	65.00	2011-06-01
Cell Phone	65.00	2011-07-01
Cell Phone	65.00	2011-08-01
Cell Phone	70.00	2011-09-01
Cell Phone	65.00	2011-10-01
Cell Phone	65.00	2011-11-01
Christmas Budget	0.00	2009-11-01
Christmas Budget	0.00	2009-12-01
Christmas Budget	0.00	2011-09-01
Christmas Gifts	0.00	2008-11-01
Christmas Gifts	0.00	2008-12-01
Clothing	15.00	2010-08-01
Clothing	15.00	2010-09-01
Clothing	15.00	2010-10-01
Clothing	15.00	2010-11-01
Clothing	15.00	2010-12-01
Clothing	15.00	2011-01-01
Clothing	15.00	2011-02-01
Clothing	15.00	2011-03-01
Clothing	15.00	2011-08-01
Clothing	15.00	2011-09-01
Columbus Dispatch	9.92	2010-04-01
Columbus Dispatch	9.92	2010-05-01
Columbus Dispatch	9.92	2010-06-01
Columbus Dispatch	9.92	2010-07-01
Columbus Dispatch	9.92	2010-08-01
Columbus Dispatch	9.92	2010-09-01
Columbus Dispatch	9.92	2010-10-01
Compassion	32.00	2008-08-01
Compassion	32.00	2008-09-01
Compassion	32.00	2008-10-01
Compassion	32.00	2008-11-01
Compassion	32.00	2008-12-01
Compassion	32.00	2009-01-01
Compassion	32.00	2009-02-01
Compassion	32.00	2009-03-01
Compassion	32.00	2009-04-01
Compassion	32.00	2009-05-01
Compassion	32.00	2009-06-01
Compassion	32.00	2009-07-01
Compassion	38.00	2009-08-01
Compassion	38.00	2009-09-01
Compassion	38.00	2009-10-01
Compassion	38.00	2009-11-01
Compassion	38.00	2009-12-01
Compassion	38.00	2010-01-01
Compassion	38.00	2010-02-01
Compassion	38.00	2010-03-01
Compassion	38.00	2010-04-01
Compassion	38.00	2010-05-01
Compassion	38.00	2010-06-01
Compassion	38.00	2010-07-01
Compassion	38.00	2010-08-01
Compassion	38.00	2010-09-01
Compassion	38.00	2010-10-01
Compassion	38.00	2010-11-01
Compassion	38.00	2010-12-01
Compassion	38.00	2011-01-01
Compassion	38.00	2011-02-01
Compassion	38.00	2011-03-01
Compassion	38.00	2011-04-01
Compassion	38.00	2011-05-01
Compassion	38.00	2011-06-01
Compassion	38.00	2011-07-01
Compassion	38.00	2011-08-01
Compassion	38.00	2011-09-01
Compassion	38.00	2011-10-01
Compassion	38.00	2011-11-01
CRC	1533.18	2010-08-01
CRC	1533.18	2010-09-01
CRC	1533.18	2010-10-01
CRC	1533.18	2010-11-01
CRC	1533.18	2010-12-01
CRC	1533.18	2011-01-01
CRC	1463.40	2011-02-01
CRC	1463.40	2011-03-01
CRC	1463.40	2011-04-01
CRC	1463.40	2011-05-01
CRC	1463.40	2011-06-01
CRC	1463.40	2011-07-01
CRC	1518.32	2011-08-01
CRC	1518.32	2011-09-01
CRC	1518.32	2011-10-01
CRC	1518.32	2011-11-01
Electric Bill	34.56	2008-08-01
Electric Bill	34.56	2008-09-01
Electric Bill	34.56	2008-10-01
Electric Bill	34.56	2008-11-01
Electric Bill	92.05	2008-12-01
Electric Bill	92.05	2009-01-01
Electric Bill	92.05	2009-02-01
Electric Bill	92.05	2009-03-01
Electric Bill	92.05	2009-04-01
Electric Bill	92.05	2009-05-01
Electric Bill	92.05	2009-06-01
Electric Bill	100.00	2009-07-01
Electric Bill	100.00	2009-08-01
Electric Bill	100.00	2009-09-01
Electric Bill	100.00	2009-10-01
Electric Bill	100.00	2009-11-01
Electric Bill	100.00	2009-12-01
Electric Bill	101.83	2010-01-01
Electric Bill	101.83	2010-02-01
Electric Bill	133.00	2010-03-01
Electric Bill	133.00	2010-04-01
Electric Bill	133.00	2010-05-01
Electric Bill	133.00	2010-06-01
Electric Bill	133.00	2010-07-01
Electric Bill	100.00	2010-08-01
Electric Bill	100.00	2010-09-01
Electric Bill	100.00	2010-10-01
Electric Bill	95.00	2010-11-01
Electric Bill	100.00	2010-12-01
Electric Bill	100.00	2011-01-01
Electric Bill	200.00	2011-02-01
Electric Bill	200.00	2011-03-01
Electric Bill	150.00	2011-04-01
Electric Bill	130.00	2011-05-01
Electric Bill	130.00	2011-06-01
Electric Bill	130.00	2011-07-01
Electric Bill	130.00	2011-08-01
Electric Bill	130.00	2011-09-01
Electric Bill	100.00	2011-10-01
Electric Bill	100.00	2011-11-01
Emergency Savings	150.00	2008-11-01
Emergency Savings	150.00	2008-12-01
Emergency Savings	150.00	2009-01-01
Emergency Savings	150.00	2009-02-01
Emergency Savings	150.00	2009-03-01
Emergency Savings	150.00	2009-04-01
Emergency Savings	150.00	2009-05-01
Emergency Savings	150.00	2009-06-01
Emergency Savings	150.00	2009-07-01
Emergency Savings	150.00	2009-08-01
Emergency Savings	150.00	2009-09-01
Emergency Savings	225.00	2009-10-01
Emergency Savings	225.00	2009-11-01
Emergency Savings	225.00	2009-12-01
Emergency Savings	514.00	2010-01-01
Emergency Savings	514.00	2010-02-01
Emergency Savings	514.00	2010-03-01
Emergency Savings	514.00	2010-04-01
Emergency Savings	514.00	2010-05-01
Emergency Savings	514.00	2010-06-01
Emergency Savings	514.00	2010-07-01
Gasoline	32.00	2008-07-01
Gasoline	32.00	2008-08-01
Gasoline	400.00	2008-09-01
Gasoline	32.00	2008-10-01
Gasoline	300.00	2008-11-01
Gasoline	227.44	2008-12-01
Gasoline	300.00	2009-01-01
Gasoline	300.00	2009-02-01
Gasoline	300.00	2009-03-01
Gasoline	200.00	2009-04-01
Gasoline	200.00	2009-05-01
Gasoline	200.00	2009-06-01
Gasoline	200.00	2009-07-01
Gasoline	200.00	2009-08-01
Gasoline	200.00	2009-09-01
Gasoline	200.00	2009-10-01
Gasoline	200.00	2009-11-01
Gasoline	200.00	2009-12-01
Gasoline	200.00	2010-01-01
Gasoline	200.00	2010-02-01
Gasoline	200.00	2010-03-01
Gasoline	200.00	2010-04-01
Gasoline	200.00	2010-05-01
Gasoline	200.00	2010-06-01
Gasoline	200.00	2010-07-01
Gasoline	200.00	2010-08-01
Gasoline	200.00	2010-09-01
Gasoline	200.00	2010-10-01
Gasoline	200.00	2010-11-01
Gasoline	200.00	2010-12-01
Gasoline	200.00	2011-01-01
Gasoline	200.00	2011-02-01
Gasoline	200.00	2011-03-01
Gasoline	200.00	2011-04-01
Gasoline	200.00	2011-05-01
Gasoline	200.00	2011-06-01
Gasoline	200.00	2011-07-01
Gasoline	200.00	2011-08-01
Gasoline	200.00	2011-09-01
Gasoline	200.00	2011-10-01
Gasoline	200.00	2011-11-01
Graduation Expense	200.00	2009-05-01
Groceries	49.00	2008-06-01
Groceries	49.00	2008-07-01
Groceries	49.00	2008-08-01
Groceries	250.00	2008-09-01
Groceries	49.00	2008-10-01
Groceries	250.00	2008-11-01
Groceries	250.00	2008-12-01
Groceries	250.00	2009-01-01
Groceries	250.00	2009-02-01
Groceries	250.00	2009-03-01
Groceries	250.00	2009-04-01
Groceries	250.00	2009-05-01
Groceries	250.00	2009-06-01
Groceries	225.00	2009-07-01
Groceries	250.00	2009-08-01
Groceries	250.00	2009-09-01
Groceries	250.00	2009-10-01
Groceries	250.00	2009-11-01
Groceries	250.00	2009-12-01
Groceries	250.00	2010-01-01
Groceries	250.00	2010-02-01
Groceries	250.00	2010-03-01
Groceries	250.00	2010-04-01
Groceries	250.00	2010-05-01
Groceries	250.00	2010-06-01
Groceries	250.00	2010-07-01
Groceries	250.00	2010-08-01
Groceries	300.00	2010-09-01
Groceries	277.00	2010-10-01
Groceries	280.00	2010-11-01
Groceries	280.00	2010-12-01
Groceries	280.00	2011-01-01
Groceries	280.00	2011-02-01
Groceries	280.00	2011-03-01
Groceries	280.00	2011-04-01
Groceries	280.00	2011-05-01
Groceries	280.00	2011-06-01
Groceries	280.00	2011-07-01
Groceries	295.00	2011-08-01
Groceries	285.00	2011-09-01
Groceries	285.00	2011-10-01
Groceries	285.00	2011-11-01
Haircut	14.95	2008-07-01
Haircut	14.95	2008-09-01
Haircut	14.95	2008-10-01
Haircut	14.95	2008-12-01
Haircut	14.95	2009-01-01
Haircut	14.95	2009-02-01
Haircut	14.95	2009-03-01
Haircut	14.95	2009-04-01
Haircut	14.95	2009-05-01
Haircut	14.95	2009-06-01
Haircut	14.95	2009-07-01
Haircut	14.95	2009-08-01
Haircut	14.95	2009-09-01
Haircut	14.95	2009-12-01
Haircut	14.95	2010-01-01
Haircut	14.95	2010-02-01
Haircut	14.95	2010-03-01
Haircut	14.95	2010-04-01
Haircut	14.95	2010-05-01
Haircut	14.95	2010-06-01
Haircut	14.95	2010-07-01
Haircut	14.95	2010-08-01
Haircut	14.95	2010-09-01
Haircut	14.95	2010-10-01
Haircut	14.95	2010-11-01
Haircut	14.95	2010-12-01
Haircut	14.95	2011-01-01
Haircut	14.95	2011-02-01
Haircut	14.95	2011-03-01
Haircut	14.95	2011-04-01
Haircut	14.60	2011-05-01
Haircut	14.60	2011-06-01
Haircut	14.60	2011-07-01
Haircut	14.60	2011-10-01
Haircut	14.60	2011-11-01
Household Items	10.00	2010-08-01
Household Items	10.00	2010-09-01
Internet Bill	55.00	2008-08-01
Internet Bill	40.00	2008-09-01
Internet Bill	55.00	2008-10-01
Internet Bill	40.00	2008-11-01
Internet Bill	40.00	2008-12-01
Internet Bill	40.00	2009-01-01
Internet Bill	40.00	2009-02-01
Internet Bill	40.00	2009-03-01
Internet Bill	40.00	2009-04-01
Internet Bill	40.00	2009-05-01
Internet Bill	40.00	2009-06-01
Internet Bill	40.00	2009-07-01
Internet Bill	45.00	2009-08-01
Internet Bill	45.00	2009-09-01
Internet Bill	30.00	2009-10-01
Internet Bill	30.00	2009-11-01
Internet Bill	30.00	2009-12-01
Internet Bill	30.00	2010-01-01
Internet Bill	30.00	2010-02-01
Internet Bill	30.00	2010-03-01
Internet Bill	30.00	2010-04-01
Internet Bill	30.00	2010-05-01
Internet Bill	30.00	2010-06-01
Internet Bill	30.00	2010-07-01
Internet Bill	40.00	2010-08-01
Internet Bill	40.00	2010-09-01
Internet Bill	40.00	2010-10-01
Internet Bill	40.00	2010-11-01
Internet Bill	40.00	2010-12-01
Internet Bill	40.00	2011-01-01
Internet Bill	44.27	2011-02-01
Internet Bill	44.27	2011-03-01
Internet Bill	44.27	2011-04-01
Internet Bill	44.27	2011-05-01
Internet Bill	44.27	2011-06-01
Internet Bill	44.27	2011-07-01
Internet Bill	44.27	2011-08-01
Internet Bill	44.27	2011-09-01
Internet Bill	44.27	2011-10-01
Internet Bill	44.27	2011-11-01
Job Expense	0.00	2010-01-01
Job Expense	0.00	2010-02-01
Job Expense	0.00	2010-03-01
Job Expense	0.00	2010-04-01
Job Expense	0.00	2010-05-01
Job Expense	0.00	2010-06-01
Job Expense	0.00	2010-07-01
Job Expense	0.00	2010-08-01
Job Expense	0.00	2010-09-01
Job Expense	0.00	2010-10-01
Job Expense	0.00	2010-11-01
Job Expense	0.00	2010-12-01
Job Expense	0.00	2011-01-01
Job Expense	0.00	2011-02-01
Job Expense	0.00	2011-03-01
Job Expense	0.00	2011-04-01
Job Expense	0.00	2011-05-01
Job Expense	0.00	2011-06-01
Job Expense	0.00	2011-07-01
Job Expense	0.00	2011-08-01
Job Expense	0.00	2011-09-01
Job Expense	0.00	2011-10-01
Job Expense	0.00	2011-11-01
Lucas	143.22	2009-04-01
Lucas	143.22	2009-05-01
Lucas	143.22	2009-06-01
Lucas	143.22	2009-07-01
Lucas	143.22	2009-08-01
Lucas	143.22	2009-09-01
Lucas	15.00	2010-08-01
Monthly Savings	245.42	2010-08-01
Monthly Savings	228.42	2010-09-01
Monthly Savings	228.42	2010-10-01
Monthly Savings	228.42	2010-11-01
Monthly Savings	228.42	2010-12-01
Monthly Savings	228.42	2011-01-01
Monthly Savings	228.42	2011-02-01
Monthly Savings	228.42	2011-03-01
Monthly Savings	228.42	2011-04-01
Monthly Savings	242.17	2011-05-01
Monthly Savings	242.17	2011-06-01
Monthly Savings	242.17	2011-07-01
Monthly Savings	300.00	2011-08-01
Monthly Savings	300.00	2011-09-01
Monthly Savings	300.00	2011-10-01
Monthly Savings	300.00	2011-11-01
Optometrist	176.00	2008-12-01
Optometrist	176.00	2009-01-01
Other Expense	23.00	2008-06-01
Other Expense	23.00	2008-07-01
Other Expense	23.00	2008-08-01
Other Expense	0.00	2008-09-01
Other Expense	23.00	2008-10-01
Other Expense	0.00	2008-11-01
Other Expense	0.00	2008-12-01
Other Expense	0.00	2009-01-01
Other Expense	0.00	2009-02-01
Other Expense	0.00	2009-03-01
Other Expense	0.00	2009-04-01
Other Expense	0.00	2009-05-01
Other Expense	0.00	2009-06-01
Other Expense	0.00	2009-07-01
Other Expense	0.00	2009-08-01
Other Expense	0.00	2009-09-01
Other Expense	0.00	2009-10-01
Other Expense	0.00	2009-11-01
Other Expense	0.00	2009-12-01
Other Expense	87.40	2010-01-01
Other Expense	0.00	2010-02-01
Other Expense	0.00	2010-03-01
Other Expense	0.00	2010-04-01
Other Expense	0.00	2010-05-01
Other Expense	0.00	2010-06-01
Other Expense	0.00	2010-07-01
Other Expense	0.00	2010-08-01
Other Expense	20.00	2010-09-01
Other Expense	20.00	2010-10-01
Other Expense	20.00	2010-11-01
Other Expense	20.00	2010-12-01
Other Expense	20.00	2011-01-01
Other Expense	20.00	2011-02-01
Other Expense	20.00	2011-03-01
Other Expense	20.00	2011-04-01
Other Expense	20.00	2011-05-01
Other Expense	20.00	2011-06-01
Other Expense	20.00	2011-07-01
Other Expense	11.19	2011-08-01
Other Expense	21.19	2011-09-01
Other Expense	21.19	2011-10-01
Other Expense	21.19	2011-11-01
Other Income	0.00	2008-08-01
Other Income	0.00	2008-09-01
Other Income	0.00	2008-11-01
Other Income	0.00	2008-12-01
Other Income	0.00	2009-01-01
Other Income	0.00	2009-02-01
Other Income	0.00	2009-03-01
Other Income	0.00	2009-04-01
Other Income	0.00	2009-05-01
Other Income	0.00	2009-06-01
Other Income	0.00	2009-07-01
Other Income	0.00	2009-08-01
Other Income	0.00	2009-09-01
Other Income	0.00	2009-10-01
Other Income	0.00	2009-11-01
Other Income	0.00	2009-12-01
Other Income	0.00	2010-01-01
Other Income	0.00	2010-02-01
Other Income	0.00	2010-03-01
Other Income	0.00	2010-04-01
Other Income	0.00	2010-05-01
Other Income	0.00	2010-06-01
Other Income	0.00	2010-07-01
Other Income	0.00	2010-08-01
Other Income	0.00	2010-09-01
Other Income	0.00	2010-10-01
Other Income	0.00	2010-11-01
Other Income	0.00	2010-12-01
Other Income	0.00	2011-01-01
Other Income	0.00	2011-02-01
Other Income	0.00	2011-03-01
Other Income	0.00	2011-04-01
Other Income	0.00	2011-05-01
Other Income	0.00	2011-06-01
Other Income	0.00	2011-07-01
Other Income	0.00	2011-08-01
Other Income	0.00	2011-09-01
Other Income	0.00	2011-10-01
Other Income	0.00	2011-11-01
Parent Plus Loan	261.00	2008-07-01
Parent Plus Loan	261.00	2008-08-01
Parent Plus Loan	261.00	2008-09-01
Parent Plus Loan	261.00	2008-10-01
Parent Plus Loan	261.00	2008-11-01
Parent Plus Loan	261.55	2008-12-01
Parent Plus Loan	261.55	2009-01-01
Parent Plus Loan	261.55	2009-02-01
Parent Plus Loan	261.55	2009-03-01
Parent Plus Loan	261.55	2009-04-01
Parent Plus Loan	261.55	2009-05-01
Parent Plus Loan	261.55	2009-06-01
Parent Plus Loan	261.55	2009-07-01
Parent Plus Loan	261.55	2009-08-01
Parent Plus Loan	261.55	2009-09-01
Parent Plus Loan	261.55	2009-10-01
Parent Plus Loan	261.55	2009-11-01
Parent Plus Loan	261.55	2009-12-01
Parent Plus Loan	261.55	2010-01-01
Parent Plus Loan	261.55	2010-02-01
Parent Plus Loan	261.55	2010-03-01
Parent Plus Loan	261.55	2010-04-01
Parent Plus Loan	261.55	2010-05-01
Parent Plus Loan	261.55	2010-06-01
Parent Plus Loan	261.55	2010-07-01
Parent Plus Loan	261.55	2010-08-01
Parent Plus Loan	261.55	2010-09-01
Parent Plus Loan	261.55	2010-10-01
Parent Plus Loan	261.55	2010-11-01
Parent Plus Loan	2120.27	2010-12-01
Parent Plus Loan	2120.27	2011-01-01
Parent Plus Loan	2020.27	2011-02-01
Parent Plus Loan	1918.40	2011-03-01
Parent Plus Loan	2000.00	2011-04-01
Parent Plus Loan	2000.00	2011-05-01
Parent Plus Loan	2000.00	2011-06-01
Parent Plus Loan	2000.00	2011-07-01
Parent Plus Loan	2000.00	2011-08-01
Parent Plus Loan	2000.00	2011-09-01
Parent Plus Loan	2000.00	2011-10-01
Parent Plus Loan	2200.00	2011-11-01
Perkins Loan	40.00	2009-03-01
Perkins Loan	40.00	2009-04-01
Perkins Loan	40.00	2009-05-01
Perkins Loan	40.00	2009-06-01
Perkins Loan	40.00	2009-07-01
Perkins Loan	40.00	2009-08-01
Perkins Loan	40.00	2009-09-01
Perkins Loan	40.00	2009-10-01
Perkins Loan	40.00	2009-11-01
Perkins Loan	40.00	2009-12-01
Pet Expenses	5.32	2009-03-01
Pet Expenses	60.00	2009-04-01
